order_id,order_date,customer_id,channel,order_net_revenue,items_count,units
310,03/05/2025,221,Paid Search,171.21,2,3
311,06/03/2025,222,Paid Search,238.35,3,4
312,13/10/2025,223,Paid Social,257.82,3,3
313,10/11/2025,223,Affiliate,91.58,2,2
314,21/12/2025,224,Affiliate,173.46,1,1
315,07/04/2025,225,Paid Social,178.03,2,2
316,11/05/2025,225,Email,180.4,2,3
317,23/11/2025,226,Paid Social,122.32,2,2
318,24/11/2025,226,Email,204.84,2,3
319,09/10/2025,227,Paid Search,27.41,1,2
320,01/08/2025,228,Paid Social,17.01,1,2
321,27/01/2025,229,Paid Search,177.83,3,3
322,30/12/2025,230,Affiliate,93.18,1,1
323,30/01/2025,231,Paid Social,202.77,1,1
324,19/07/2025,232,Paid Search,69.36,1,1
325,02/08/2025,232,Paid Search,34.07,2,2
326,13/04/2025,233,Paid Social,43.23,2,2
327,23/05/2025,233,Paid Social,360.34,3,4
328,26/12/2025,234,Organic,283.41,1,2
329,06/04/2025,235,Email,775.55,1,2
330,12/05/2025,235,Organic,180.26,1,1
331,22/01/2025,236,Paid Social,43.67,2,3
332,18/11/2025,237,Paid Social,161.91,2,2
333,15/09/2025,238,Affiliate,31.4,1,1
334,21/01/2025,239,Paid Social,118.55,3,3
335,20/10/2025,240,Paid Social,284.41,3,4
336,13/07/2025,241,Organic,13.35,1,1
337,10/11/2025,241,Organic,151.95,2,3
338,12/08/2025,242,Affiliate,39.57,2,3
339,31/10/2025,243,Paid Social,198.76,2,2
340,13/12/2025,243,Paid Social,189.95,3,4
341,24/10/2025,244,Organic,215.96,3,4
342,14/01/2025,245,Organic,102.51,2,3
343,01/08/2025,246,Paid Search,267.47,3,4
344,25/08/2025,246,Affiliate,111.8,2,3
345,21/10/2025,247,Paid Search,374.72,3,3
346,18/12/2025,247,Paid Search,90.75,1,1
347,30/12/2025,247,Organic,383.6,3,3
348,19/09/2025,248,Paid Search,117.19,2,2
349,10/03/2025,249,Paid Search,149.33,2,2
350,01/07/2025,249,Affiliate,177.55,1,2
351,04/02/2025,250,Organic,62.29,2,3
352,20/03/2025,250,Affiliate,111.75,1,2
353,22/12/2025,251,Paid Search,203.53,1,2
354,31/07/2025,252,Paid Search,126.52,2,3
355,21/10/2025,253,Paid Search,231.14,3,4
356,10/03/2025,254,Paid Search,138.97,3,4
357,06/03/2025,255,Paid Social,273.36,3,3
358,18/12/2025,256,Affiliate,209.14,2,2
359,27/12/2025,256,Paid Social,240.59,2,2
360,01/08/2025,257,Organic,78.63,1,1
361,14/05/2025,258,Organic,177.06,2,3
362,21/03/2025,259,Paid Search,179.04,1,1
363,16/04/2025,259,Paid Search,14.54,1,1
364,03/12/2025,260,Organic,28.57,1,1
365,11/12/2025,261,Paid Search,290.09,3,4
366,24/12/2025,261,Paid Social,99.05,1,2
367,17/08/2025,262,Organic,169.08,1,1
368,15/09/2025,262,Paid Social,122.26,2,3
369,13/10/2025,263,Paid Social,94.3,1,1
370,27/08/2025,264,Organic,77.23,2,3
371,27/10/2025,264,Paid Social,98.77,2,3
372,05/10/2025,265,Paid Social,241.36,3,3
373,18/08/2025,266,Paid Search,28.81,2,2
374,18/10/2025,267,Email,93.8,1,2
375,21/11/2025,267,Organic,284.34,3,3
376,16/09/2025,268,Affiliate,172.3,2,2
377,12/05/2025,269,Organic,482.85,3,4
378,26/05/2025,269,Organic,32.79,2,2
379,09/06/2025,269,Organic,223.45,3,4
380,07/04/2025,270,Paid Social,201.96,3,3
381,18/04/2025,271,Paid Social,138.65,3,4
382,14/02/2025,272,Organic,181.79,1,1
383,25/03/2025,273,Paid Social,76.72,1,2
384,08/05/2025,273,Affiliate,204.75,3,4
385,18/03/2025,274,Paid Social,81.45,3,4
386,16/04/2025,274,Paid Search,78.36,1,1
387,27/10/2025,275,Paid Search,293.28,3,4
388,12/11/2025,276,Paid Search,211.26,3,4
389,11/09/2025,277,Affiliate,103.24,2,2
390,27/12/2025,278,Paid Social,593.36,2,2
391,31/12/2025,278,Email,185.86,2,2
392,09/01/2025,279,Paid Social,15.34,1,2
393,29/03/2025,280,Affiliate,135.4,2,2
394,27/04/2025,281,Paid Social,13.39,1,1
395,09/07/2025,282,Email,97.59,3,4
396,24/10/2025,282,Organic,334.23,3,3
397,17/12/2025,283,Paid Search,32.57,1,2
398,07/04/2025,284,Paid Social,393.11,3,4
399,17/12/2025,285,Paid Search,275.07,1,2
400,01/03/2025,286,Paid Search,127.38,2,2
401,19/01/2025,287,Paid Social,259.31,1,2
402,02/05/2025,287,Paid Search,93.8,2,3
403,28/04/2025,288,Paid Social,181.78,3,3
404,03/05/2025,289,Organic,142.77,3,4
405,29/05/2025,289,Affiliate,1007.44,1,2
406,05/08/2025,289,Paid Social,96.4,1,2
407,05/03/2025,290,Organic,52.29,3,3
408,25/07/2025,291,Paid Social,178.41,2,3
409,25/06/2025,292,Paid Social,270.58,3,3
410,22/07/2025,292,Paid Social,178.28,3,3
411,18/10/2025,292,Email,227.71,3,3
412,22/12/2025,293,Paid Search,90.22,1,2
413,10/04/2025,294,Paid Search,12.22,1,1
414,02/02/2025,295,Organic,288.53,3,4
415,18/11/2025,296,Paid Search,202.92,2,2
416,27/07/2025,297,Paid Search,89.12,1,1
417,06/09/2025,297,Paid Search,15.34,1,2
418,05/02/2025,298,Paid Search,40.86,2,2
419,17/10/2025,299,Paid Search,106.54,1,2
420,17/11/2025,299,Paid Social,458.53,3,3
421,04/05/2025,300,Affiliate,444.32,3,3
422,15/07/2025,300,Email,11.25,1,2
423,03/05/2025,301,Paid Search,183.61,1,1
424,15/06/2025,301,Paid Search,87.16,1,2
425,30/10/2025,302,Affiliate,237.36,3,4
426,31/03/2025,303,Organic,262.96,2,3
427,18/12/2025,304,Organic,43.65,2,2
428,14/09/2025,305,Organic,81.76,1,1
429,24/11/2025,305,Paid Search,196.09,2,3
430,30/11/2025,306,Paid Search,75.23,2,3
431,18/01/2025,307,Paid Social,298.52,3,4
432,01/04/2025,308,Paid Social,208.18,2,2
433,17/04/2025,308,Affiliate,523.81,3,4
434,07/05/2025,308,Paid Search,9.96,1,1
435,25/08/2025,309,Paid Search,205.78,3,3
436,02/10/2025,309,Affiliate,120.17,2,3
437,24/10/2025,309,Email,489.9,3,4
438,26/05/2025,310,Paid Search,13.15,1,1
439,18/04/2025,311,Paid Social,175.1,2,3
440,19/04/2025,312,Organic,124.4,2,3
441,25/06/2025,313,Paid Search,25.74,2,2
442,24/07/2025,313,Email,94.88,1,2
443,01/04/2025,314,Paid Search,192.66,3,4
444,13/12/2025,315,Paid Search,27.3,1,2
445,09/03/2025,316,Paid Social,142.35,2,3
446,06/05/2025,317,Organic,91.23,1,1
447,18/01/2025,318,Affiliate,201.37,3,4
448,26/02/2025,318,Organic,357.56,3,3
449,22/03/2025,318,Paid Search,30.49,1,2
450,03/01/2025,319,Organic,164.54,3,3
451,20/02/2025,320,Paid Search,414.43,2,3
452,17/06/2025,320,Paid Search,13.89,1,2
453,20/03/2025,321,Paid Search,74.42,1,1
454,31/05/2025,322,Paid Search,266.29,2,2
455,21/06/2025,322,Paid Social,156.43,3,4
456,22/01/2025,323,Organic,44.24,2,3
457,28/02/2025,323,Paid Search,26.78,2,3
458,07/04/2025,323,Paid Social,341.64,2,3
459,13/03/2025,324,Paid Search,168.99,3,4
460,27/04/2025,324,Paid Social,198.95,3,3
461,30/09/2025,325,Paid Social,168.92,2,2
462,17/09/2025,326,Paid Search,205.47,3,4
463,16/12/2025,327,Email,152.81,3,4
464,21/12/2025,327,Paid Social,88.04,1,1
465,03/02/2025,328,Affiliate,52.13,1,1
466,03/11/2025,329,Affiliate,194.88,3,4
467,08/11/2025,329,Paid Search,8.67,1,2
468,17/01/2025,330,Email,29.5,1,1
469,18/01/2025,331,Organic,206.85,3,3
470,23/05/2025,332,Paid Social,81.97,1,1
471,07/09/2025,332,Email,113,1,1
472,21/08/2025,333,Paid Social,140.87,3,4
473,23/11/2025,333,Paid Social,17.91,1,2
474,12/08/2025,334,Paid Social,209.08,2,3
475,05/04/2025,335,Email,28.25,1,1
476,03/10/2025,336,Affiliate,303.34,3,3
477,18/12/2025,336,Paid Search,219.77,3,4
478,31/12/2025,336,Organic,175.76,2,3
479,01/09/2025,337,Paid Search,180.38,2,3
480,09/07/2025,338,Email,20.08,1,1
481,11/05/2025,339,Paid Search,129.99,3,4
482,08/09/2025,339,Paid Search,30.81,1,1
483,22/11/2025,340,Organic,60.75,2,2
484,12/01/2025,341,Organic,114.13,2,2
485,02/12/2025,342,Paid Social,130.4,3,4
486,04/11/2025,343,Organic,136.86,3,3
487,11/01/2025,344,Organic,21.21,1,1
488,12/07/2025,345,Paid Search,73.34,3,4
489,17/08/2025,345,Paid Social,119.87,2,3
490,03/09/2025,345,Paid Social,281.14,3,4
491,04/01/2025,346,Organic,25.53,2,2
492,27/02/2025,346,Organic,33.11,1,1
493,23/04/2025,347,Paid Social,353.09,3,3
494,16/05/2025,347,Organic,283.18,3,3
495,25/08/2025,348,Paid Search,316.04,3,3
496,25/08/2025,349,Paid Social,89.46,2,2
497,08/12/2025,349,Paid Social,460.79,2,2
498,20/06/2025,350,Paid Social,99.23,1,1
499,11/01/2025,351,Affiliate,83.84,2,2
500,04/03/2025,351,Affiliate,194.5,1,2
501,07/12/2025,352,Paid Social,116.18,2,3
502,18/09/2025,353,Paid Search,358.96,3,3
503,25/06/2025,354,Paid Search,192.85,3,3
504,24/09/2025,354,Paid Social,50.51,2,2
505,12/01/2025,355,Affiliate,341.79,3,4
506,24/02/2025,355,Paid Search,190.57,2,3
507,08/03/2025,356,Paid Social,194.73,1,1
508,13/04/2025,357,Paid Social,219.45,1,1
509,14/06/2025,357,Paid Social,125.18,2,2
510,23/01/2025,358,Organic,414.38,2,2
511,17/07/2025,359,Organic,136.36,3,4
512,09/06/2025,360,Email,199.65,3,3
513,24/09/2025,361,Paid Social,213.87,3,3
514,29/01/2025,362,Paid Search,203.61,3,4
515,24/07/2025,363,Organic,14.76,1,1
516,24/07/2025,364,Organic,31.67,2,3
517,25/02/2025,365,Paid Search,38.02,2,2
518,12/05/2025,365,Email,26.52,1,2
519,01/08/2025,365,Organic,30.53,1,2
520,24/09/2025,366,Paid Social,96.94,1,2
521,09/01/2025,367,Affiliate,372.18,3,4
522,21/06/2025,368,Organic,14.42,1,1
523,09/01/2025,369,Affiliate,178.57,2,2
524,16/07/2025,370,Organic,263.68,3,4
525,02/10/2025,370,Organic,81.2,1,2
526,10/06/2025,371,Paid Search,129.68,2,3
527,06/07/2025,371,Paid Social,88.22,2,2
528,18/09/2025,371,Organic,25.39,1,2
529,13/01/2025,372,Email,184.2,2,3
530,13/07/2025,373,Affiliate,118.11,2,2
531,14/07/2025,374,Paid Search,182.2,2,3
532,23/12/2025,375,Organic,170.91,2,2
533,27/12/2025,375,Paid Search,17.37,1,1
534,19/01/2025,376,Organic,85.59,1,1
535,12/11/2025,377,Paid Social,325.59,2,2
536,20/09/2025,378,Paid Social,82.01,1,2
537,31/10/2025,379,Paid Social,107.04,1,2
538,21/12/2025,379,Email,120.15,2,2
539,25/12/2025,379,Organic,286.38,3,4
540,22/10/2025,380,Paid Search,15.82,1,1
541,03/04/2025,381,Organic,97.82,2,3
542,16/08/2025,382,Organic,55.85,2,2
543,06/09/2025,382,Paid Social,31.48,1,2
544,16/11/2025,383,Paid Search,12.67,1,1
545,24/12/2025,384,Affiliate,106.94,2,2
546,07/06/2025,385,Paid Search,209.22,1,2
547,09/11/2025,386,Paid Search,120.71,2,3
548,26/11/2025,387,Organic,406.84,3,3
549,06/09/2025,388,Paid Social,104.66,1,2
550,31/05/2025,389,Paid Social,124.98,1,2
551,20/09/2025,389,Paid Search,94.97,1,1
552,09/02/2025,390,Paid Social,20.29,1,1
553,14/03/2025,390,Paid Social,92.35,1,1
554,04/06/2025,391,Paid Social,163.82,3,3
555,24/06/2025,391,Paid Search,48.01,2,3
556,29/11/2025,392,Paid Social,219.82,3,3
557,14/09/2025,393,Organic,338.56,3,4
558,04/05/2025,394,Organic,87.2,1,1
559,21/02/2025,395,Paid Search,159.34,2,2
560,05/07/2025,396,Paid Social,187.97,3,3
561,06/07/2025,397,Paid Social,369.91,3,4
562,26/06/2025,398,Paid Search,122.06,2,3
563,10/07/2025,398,Paid Social,28.97,1,1
564,18/08/2025,398,Organic,38.48,1,2
565,19/07/2025,399,Affiliate,167.9,2,2
566,10/12/2025,400,Paid Search,111.32,3,4
567,28/04/2025,401,Paid Social,152.99,3,4
568,18/02/2025,402,Affiliate,298.34,3,4
569,04/03/2025,402,Paid Social,195.18,3,4
570,01/06/2025,402,Email,178.56,1,2
571,03/03/2025,403,Organic,126.23,2,3
572,03/03/2025,404,Email,266.38,2,2
573,28/12/2025,405,Organic,90.55,1,2
574,30/12/2025,405,Paid Search,370.44,3,3
