order_id,product_id,qty,net_revenue
343,34,1,80.23
344,34,1,86.78
345,34,1,75.56
347,34,1,94.68
348,34,1,89.03
349,34,1,96.17
352,34,1,111.75
354,34,1,88.54
355,34,1,92.99
355,34,1,108.62
356,34,1,90.98
357,34,1,77.12
359,34,1,86.23
360,34,1,78.63
361,34,1,78.99
369,34,1,94.3
372,34,1,105.68
374,34,1,93.8
375,34,1,97.66
375,34,1,86.43
376,34,1,82.38
376,34,1,89.92
377,34,1,86.88
379,34,1,88.9
380,34,1,91.18
380,34,1,85.05
381,34,1,82.47
383,34,1,76.72
387,34,1,86.31
389,34,1,90.33
391,34,1,88.21
396,34,1,98.26
402,34,1,82.88
403,34,1,88.32
404,34,1,105.93
409,34,1,93.63
410,34,1,81.48
410,34,1,81.21
414,34,1,109.37
419,34,1,106.54
421,34,1,98.3
424,34,1,87.16
426,34,1,88.35
428,34,1,81.76
431,34,1,87.74
435,34,1,85.51
435,34,1,79.27
436,34,1,86.16
439,34,1,89.07
439,34,1,86.03
440,34,1,95.68
442,34,1,94.88
445,34,1,92.83
446,34,1,91.23
447,34,1,96.37
447,34,1,87.77
450,34,1,82.09
451,34,1,99.52
453,34,1,74.42
454,34,1,95.96
459,34,1,100.84
460,34,1,98.72
461,34,1,79.71
461,34,1,89.21
462,34,1,80.7
462,34,1,87.63
463,34,1,91.02
466,34,1,96.17
469,34,1,90.2
469,34,1,96.78
470,34,1,81.97
471,34,1,113
474,34,1,85.5
477,34,1,86.07
477,34,1,103.94
478,34,1,97.83
478,34,1,77.93
481,34,1,87.4
484,34,1,94.21
485,34,1,85.66
486,34,1,88.52
489,34,1,90.05
494,34,1,82.28
495,34,1,88.8
498,34,1,99.23
501,34,1,86.21
502,34,1,91.15
502,34,1,75.34
503,34,1,89.28
505,34,1,82.69
506,34,1,91.03
509,34,1,89.95
512,34,1,100.81
513,34,1,96.75
514,34,1,79.36
520,34,1,96.94
523,34,1,91.67
524,34,1,82.61
525,34,1,81.2
526,34,1,113.85
527,34,1,77.73
529,34,1,96.79
530,34,1,91.38
531,34,1,84.23
534,34,1,85.59
535,34,1,80.31
536,34,1,82.01
538,34,1,88.84
539,34,1,83.41
545,34,1,93.51
547,34,1,86.96
554,34,1,116.35
556,34,1,83.03
556,34,1,82.82
558,34,1,87.2
559,34,1,98.56
560,34,1,109.41
561,34,1,82.73
565,34,1,83.71
566,34,1,87.07
568,34,1,108.69
568,34,1,94.65
569,34,1,77.57
569,34,1,101.08
571,34,1,107.93
573,34,1,90.55
576,34,1,76.45
576,34,1,89.35
582,34,1,91.94
582,34,1,93.06
584,34,1,84.86
587,34,1,92.45
588,34,1,96.26
589,34,1,79.83
590,34,1,83.35
591,34,1,82.84
593,34,1,81.79
595,34,1,95.25
595,34,1,86.75
596,34,1,94.28
597,34,1,84.57
597,34,1,97.8
597,34,1,88.64
599,34,1,95.53
600,34,1,91.64
601,34,1,91.13
602,34,1,83.77
603,34,1,85.87
605,34,1,100.44
606,34,1,89.76
607,34,1,97.35
607,34,1,101.77
608,34,1,77.47
610,34,1,86.58
616,34,1,88.3
617,34,1,103.78
617,34,1,97.97
617,34,1,93.06
623,34,1,110.81
628,34,1,82.82
630,34,1,97.58
633,34,1,93.58
635,34,1,97.24
637,34,1,78.63
640,34,1,85
641,34,1,96.93
644,34,1,88.01
644,34,1,87.8
648,34,1,79.13
650,34,1,88.44
655,34,1,84.2
655,34,1,98.83
656,34,1,83.22
659,34,1,100
660,34,1,85.3
663,34,1,83.77
664,34,1,82.89
666,34,1,78.98
670,34,1,97.49
672,34,1,83.88
672,34,1,81.91
673,34,1,95.06
675,34,1,96.52
675,34,1,87.91
677,34,1,95.95
680,34,1,77.45
681,34,1,94.7
682,34,1,96.59
683,34,1,80.73
683,34,1,86.74
686,34,1,77.86
692,34,1,74.28
692,34,1,85.81
694,34,1,109.85
694,34,1,88.21
695,34,1,104.81
699,34,1,86.95
700,34,1,89.65
700,34,1,103.53
701,34,1,89.14
706,34,1,88.71
710,34,1,101.92
711,34,1,91.28
713,34,1,82.72
719,34,1,92.83
721,34,1,87.45
729,34,1,95.61
733,34,1,89.11
734,34,1,95.98
734,34,1,81.11
736,34,1,84.18
736,34,1,84.41
737,34,1,83
739,34,1,75.75
741,34,1,91.09
742,34,1,79.03
743,34,1,99.86
744,34,1,81.94
745,34,1,85.89
749,34,1,92.78
751,34,1,78.83
752,34,1,87.21
754,34,1,77.45
755,34,1,86.8
757,34,1,89.83
766,34,1,86.1
767,34,1,86.19
770,34,1,89.31
774,34,1,101.36
775,34,1,106.1
779,34,1,88.84
780,34,1,89.09
782,34,1,83.33
783,34,1,103.16
785,34,1,97.88
787,34,1,87.98
789,34,1,83.74
791,34,1,94.33
793,34,1,83.02
794,34,1,85.71
795,34,1,81.99
795,34,1,93.56
798,34,1,85.28
799,34,1,88.73
800,34,1,88.03
806,34,1,95.36
807,34,1,87.04
810,34,1,93.39
810,34,1,89.8
811,34,1,102.67
813,34,1,85.37
815,34,1,81.88
816,34,1,82.29
818,34,1,81.5
819,34,1,90.36
819,34,1,77.16
822,34,1,107.01
827,34,1,96.34
828,34,1,95.96
830,34,1,84.96
841,34,1,95.66
843,34,1,79.31
847,34,1,95.02
848,34,1,80.57
850,34,1,96.75
853,34,1,88.87
853,34,1,97.03
854,34,1,89.55
855,34,1,93.2
858,34,1,97.28
859,34,1,98.4
860,34,1,93.02
861,34,1,81.82
866,34,1,83.96
868,34,1,107.1
869,34,1,75.55
872,34,1,91.19
872,34,1,93.71
873,34,1,82.48
874,34,1,84.77
874,34,1,84.41
875,34,1,84.92
875,34,1,94.19
880,34,1,87.83
881,34,1,99.44
881,34,1,88.46
882,34,1,76.9
882,34,1,85.02
883,34,1,103.26
885,34,1,101.8
886,34,1,98.55
888,34,1,96.67
890,34,1,79.37
892,34,1,87.74
894,34,1,91.29
895,34,1,90.68
903,34,1,94.05
908,34,1,72.2
909,34,1,86.56
909,34,1,94.47
912,34,1,89.99
914,34,1,84.29
914,34,1,93.99
919,34,1,100.45
920,34,1,82.56
920,34,1,83.38
921,34,1,74.43
924,34,1,90.39
925,34,1,91.02
928,34,1,91.22
931,34,1,74.27
931,34,1,95.59
933,34,1,85.42
934,34,1,90.62
934,34,1,103.38
934,34,1,78.23
936,34,1,83.08
937,34,1,87.79
937,34,1,85.39
938,34,1,76.64
938,34,1,87.16
940,34,1,96.86
942,34,1,95.31
942,34,1,83.3
944,34,1,97.09
945,34,1,91.48
949,34,1,86.31
950,34,1,93
953,34,1,85.23
954,34,1,97.83
955,34,1,97.29
956,34,1,96.58
959,34,1,88.41
960,34,1,82.11
962,34,1,98.24
964,34,1,74.4
966,34,1,101.14
971,34,1,94.21
974,34,1,96.49
976,34,1,80.49
977,34,1,83.28
978,34,1,92.94
979,34,1,100.32
981,34,1,94.68
984,34,1,93.64
985,34,1,89.26
986,34,1,83.86
987,34,1,89.74
988,34,1,87.82
990,34,1,115.98
992,34,1,89.04
993,34,1,84.66
993,34,1,92.85
997,34,1,81.21
1000,34,1,80.4
1002,34,1,96.12
1004,34,1,79.99
1007,34,1,88.41
1011,34,1,100.43
1012,34,1,82.67
1013,34,1,87.9
1014,34,1,89.59
1018,34,1,84.79
1021,34,1,84.96
1021,34,1,80.25
1022,34,1,103.85
1023,34,1,98.09
1024,34,1,83.88
1024,34,1,93.85
1025,34,1,89.19
1027,34,1,87.9
1029,34,1,88.54
1029,34,1,94.57
1030,34,1,89.98
1031,34,1,79.89
1036,34,1,98.27
1039,34,1,80.15
1041,34,1,93.27
1042,34,1,83.01
1043,34,1,79.96
1043,34,1,96.48
1043,34,1,94.99
1045,34,1,100.94
1045,34,1,106.05
1047,34,1,88.69
1049,34,1,93.08
1054,34,1,85.03
1055,34,1,89.81
1057,34,1,91.99
1060,34,1,90.3
1060,34,1,87
1061,34,1,87.31
1063,34,1,94.64
1066,34,1,99.32
1068,34,1,86.72
1068,34,1,84.63
1071,34,1,87.92
1074,34,1,86.33
1075,34,1,96.61
1077,34,1,79.21
1079,34,1,86.95
1082,34,1,93.74
1087,34,1,82.52
1088,34,1,87.34
1090,34,1,77.59
1093,34,1,87.09
1093,34,1,97.65
1095,34,1,83.4
1098,34,1,85.42
1099,34,1,88.35
1100,34,1,126.43
1103,34,1,84.14
1103,34,1,89.7
1104,34,1,88.7
1105,34,1,79.73
1105,34,1,91.11
1106,34,1,85.36
1116,34,1,97.35
1117,34,1,85.9
1122,34,1,82.37
1124,34,1,88.03
1124,34,1,96.76
1125,34,1,80.1
1125,34,1,84.09
1126,34,1,98.07
1127,34,1,95.99
1128,34,1,84.9
1129,34,1,84.21
1129,34,1,86.9
1131,34,1,81.58
1136,34,1,101.47
1140,34,1,76.04
1144,34,1,79.36
1146,34,1,94.56
1146,34,1,96.75
1151,34,1,74.89
1155,34,1,89.1
1155,34,1,75.54
1156,34,1,99.02
1158,34,1,95.6
1160,34,1,88.72
1162,34,1,72.36
1162,34,1,95.78
1165,34,1,84.67
1166,34,1,96.58
1168,34,1,77.94
1171,34,1,105.09
1174,34,1,102.28
1175,34,1,81.96
1176,34,1,100.84
1178,34,1,96.83
1181,34,1,108.22
1183,34,1,100.4
1184,34,1,82.63
1184,34,1,91.49
1188,34,1,86.38
1189,34,1,93.48
1190,34,1,99.69
1195,34,1,82.17
1195,34,1,82.25
1196,34,1,85.2
1198,34,1,89.53
1199,34,1,89.78
1200,34,1,84.79
1202,34,1,83.23
1217,34,1,82.41
1225,34,1,86.16
1226,34,1,88.46
1228,34,1,92.07
1229,34,1,111.09
1231,34,1,87.35
1233,34,1,98.36
1237,34,1,97.25
1239,34,1,91.37
1240,34,1,99.48
1243,34,1,77.83
1243,34,1,94.95
1244,34,1,80.45
1245,34,1,81.7
1247,34,1,93.96
1247,34,1,100.35
1254,34,1,82.83
1257,34,1,103.79
1261,34,1,88.45
1261,34,1,95.96
1265,34,1,107.82
1266,34,1,95.37
1269,34,1,89.82
1269,34,1,98.11
1270,34,1,95.64
1275,34,1,92.6
1276,34,1,75.49
1277,34,1,90.31
1278,34,1,89.29
1278,34,1,95.54
1280,34,1,84.05
1280,34,1,99.74
1284,34,1,90.08
1285,34,1,82.44
1289,34,1,84.47
1293,34,1,96.85
1295,34,1,104.7
1295,34,1,90.15
1296,34,1,77.34
1296,34,1,86.13
1299,34,1,90.51
1300,34,1,89.21
1303,34,1,85.98
1309,34,1,89.7
1309,34,1,90.32
1312,34,1,90.19
1319,34,1,85.89
1320,34,1,98.19
1321,34,1,80.32
1322,34,1,94.53
1325,34,1,94.15
1327,34,1,81.58
1332,34,1,92.29
1333,34,1,85.94
1334,34,1,90.21
1335,34,1,81.86
1335,34,1,84.65
1336,34,1,90.26
1337,34,1,94.67
1342,34,1,78.7
1343,34,1,85.94
1344,34,1,101.12
1345,34,1,114.24
1346,34,1,94.55
1346,34,1,94.3
1349,34,1,84.29
1352,34,1,95.59
1353,34,1,83.52
1353,34,1,94.04
1355,34,1,95.46
1359,34,1,82.59
1359,34,1,90.62
1363,34,1,101.56
1364,34,1,95.31
1366,34,1,88.26
1367,34,1,95.37
1368,34,1,101.19
1370,34,1,80.8
1373,34,1,91.23
1377,34,1,89.66
1378,34,1,88.57
1378,34,1,92.99
1378,34,1,94.01
1379,34,1,94.36
1380,34,1,74.73
1381,34,1,89.44
1383,34,1,87.11
1383,34,1,78.07
1384,34,1,93.89
1387,34,1,90.26
1391,34,1,81.26
1392,34,1,87.14
1395,34,1,77.87
1396,34,1,111.7
1398,34,1,83.62
1399,34,1,91.88
1401,34,1,94.17
1401,34,1,83.83
1410,34,1,106.84
1415,34,1,100.47
1416,34,1,77.34
1417,34,1,82.74
1419,34,1,97.59
1419,34,1,91.46
1421,34,1,82.25
1421,34,1,94.81
1422,34,1,87.45
1424,34,1,75.4
1425,34,1,91.01
1425,34,1,106.53
1426,34,1,98.25
1426,34,1,98.56
1429,34,1,85.38
1432,34,1,86.64
1440,34,1,88.22
1440,34,1,91.21
1442,34,1,71.1
1443,34,1,83.83
1444,34,1,92.16
1445,34,1,89.48
1450,34,1,92.58
1452,34,1,82.53
1453,34,1,86.92
1453,34,1,103.71
1453,34,1,92.93
1454,34,1,83.06
1456,34,1,91.04
1457,34,1,95.89
1458,34,1,90.05
1459,34,1,89.94
1461,34,1,105.85
1461,34,1,78.27
1462,34,1,117.3
1464,34,1,94.45
1465,34,1,82.34
1466,34,1,90.67
1466,34,1,80.49
1467,34,1,96.26
1468,34,1,107.96
1472,34,1,79.76
1472,34,1,76.99
1473,34,1,86.19
1474,34,1,81.52
1476,34,1,94.56
1478,34,1,98.57
1484,34,1,86.78
1485,34,1,81.82
1488,34,1,90.96
1490,34,1,75.46
1491,34,1,86.28
1491,34,1,90.49
1493,34,1,92.44
1494,34,1,88.54
1496,34,1,94.76
1497,34,1,92.07
1497,34,1,74.44
1499,34,1,89.72
1499,34,1,84.83
1505,34,1,80.05
1509,34,1,92.39
1509,34,1,94.4
1511,34,1,84.88
1513,34,1,76.81
1515,34,1,85.11
1517,34,1,92.24
1518,34,1,78.51
1518,34,1,82.1
1519,34,1,95.32
1521,34,1,94.07
1521,34,1,89.33
1524,34,1,81
1524,34,1,85.85
1525,34,1,85.34
1526,34,1,103.15
1526,34,1,91.31
1529,34,1,105.75
1529,34,1,88.03
1530,34,1,83.21
1530,34,1,89.52
1533,34,1,102.19
1534,34,1,83.45
1534,34,1,90.65
1534,34,1,100.44
1536,34,1,103.33
1536,34,1,82.39
1537,34,1,88.8
1537,34,1,87.3
1539,34,1,94.72
1540,34,1,86.71
1541,34,1,86.87
1542,34,1,82.89
1543,34,1,81.02
1547,34,1,90.6
1548,34,1,107.7
1549,34,1,75.42
1550,34,1,90.25
1550,34,1,95.29
1552,34,1,103.8
1556,34,1,85.73
1557,34,1,79.29
1557,34,1,92.17
1563,34,1,96.01
1564,34,1,83.6
1566,34,1,85.26
1568,34,1,88.9
1574,34,1,78.94
1574,34,1,94.63
1580,34,1,84.63
1580,34,1,91.17
1581,34,1,88.78
1581,34,1,89.8
1583,34,1,88.15
1585,34,1,86.19
1585,34,1,92.24
1585,34,1,90.13
1586,34,1,81.4
1588,34,1,89.5
1591,34,1,89.98
1593,34,1,93.36
1594,34,1,86.07
1595,34,1,82.24
1596,34,1,92.72
1598,34,1,82.17
1599,34,1,95.19
1600,34,1,87.78
1604,34,1,78.95
1605,34,1,86.67
1606,34,1,99.21
1608,34,1,99.05
1608,34,1,95.21
1609,34,1,74.21
1611,34,1,82.62
1614,34,1,87.04
1615,34,1,86.92
1616,34,1,92.53
1616,34,1,88.65
1616,34,1,90.32
1623,34,1,87.59
1623,34,1,99.87
1624,34,1,93.67
1625,34,1,81.8
1626,34,1,118.42
1630,34,1,102.23
1630,34,1,100.46
1631,34,1,90.58
1631,34,1,86.16
1632,34,1,89.49
1637,34,1,92.12
1638,34,1,85.77
1638,34,1,91.87
1638,34,1,99.45
1639,34,1,96.75
1642,34,1,91.62
1643,34,1,87.9
1644,34,1,93.42
1647,34,1,87.39
1647,34,1,80.97
1648,34,1,88.05
1648,34,1,118.55
1651,34,1,95.39
1653,34,1,83.71
1653,34,1,85.86
1654,34,1,86.26
1655,34,1,71.53
1657,34,1,95.96
1659,34,1,92.69
1661,34,1,86.3
1663,34,1,90.35
1665,34,1,87.46
1667,34,1,97.79
1668,34,1,90.85
1669,34,1,87.01
1672,34,1,89.62
1673,34,1,83.87
1676,34,1,91.85
1676,34,1,85.08
1678,34,1,81.16
1679,34,1,101.54
1680,34,1,88.76
1681,34,1,83.66
1685,34,1,100.75
1687,34,1,87.95
1688,34,1,90.51
1689,34,1,88.1
1691,34,1,107.86
1692,34,1,100.9
1694,34,1,84.08
1697,34,1,87.21
1699,34,1,88.07
1700,34,1,88.91
1702,34,1,108.43
1711,34,1,90.36
1712,34,1,103.97
1713,34,1,75.68
1717,34,1,98.49
1720,34,1,84.62
1727,34,1,83.2
1731,34,1,76.43
1731,34,1,86.38
1732,34,1,80.71
1732,34,1,97
1736,34,1,81.08
1737,34,1,89.06
1737,34,1,79.8
1740,34,1,83.04
1741,34,1,93.73
1743,34,1,76.36
1745,34,1,93.66
1747,34,1,87.55
1751,34,1,79.97
1754,34,1,97.38
1755,34,1,96.5
1755,34,1,80.62
1756,34,1,100.51
1757,34,1,88.43
1759,34,1,101.78
1764,34,1,94.28
1765,34,1,90
1767,34,1,91.23
1770,34,1,95.18
1771,34,1,109.25
1772,34,1,83.61
1773,34,1,91.23
1773,34,1,78.83
1774,34,1,93.79
1774,34,1,95.35
1779,34,1,79.88
1779,34,1,116.97
1781,34,1,78.27
1786,34,1,85.43
1788,34,1,87.93
1790,34,1,87.49
1791,34,1,84.77
1794,34,1,84.37
1795,34,1,92.01
1796,34,1,94.69
1796,34,1,91.77
1797,34,1,95.79
1797,34,1,85.7
1797,34,1,84.32
1799,34,1,87.87
1800,34,1,81.96
1801,34,1,90.51
1802,34,1,91.94
1807,34,1,97.89
1807,34,1,101.34
1810,34,1,98.31
1811,34,1,95.35
1813,34,1,91.06
1816,34,1,81.2
1817,34,1,88.56
1817,34,1,84.16
1819,34,1,90.01
1821,34,1,90.12
1822,34,1,92.63
1834,34,1,95.17
1837,34,1,95.99
1837,34,1,90.79
1840,34,1,80.69
1843,34,1,103.28
1844,34,1,101.57
1844,34,1,101.69
1848,34,1,78.99
1848,34,1,83.86
1848,34,1,89.39
1849,34,1,80.19
1850,34,1,88.34
1851,34,1,82.98
1851,34,1,103.35
1853,34,1,102.04
1857,34,1,91.63
1859,34,1,86.76
1863,34,1,107.99
1864,34,1,92.77
1865,34,1,83.81
1865,34,1,88.56
1865,34,1,83.22
1866,34,1,100.29
1869,34,1,91.41
1870,34,1,85.16
1871,34,1,94.77
1871,34,1,91.48
1874,34,1,93.81
1875,34,1,90.54
1878,34,1,92.36
1883,34,1,105.15
1884,34,1,103.59
1885,34,1,84.54
1890,34,1,93.95
1891,34,1,83.16
1896,34,1,85.37
1899,34,1,91.9
1900,34,1,81.99
1901,34,1,84.36
1902,34,1,107.96
1904,34,1,103.76
1904,34,1,87.98
1906,34,1,91.53
1907,34,1,90.17
1908,34,1,85.84
1909,34,1,77.24
1916,34,1,75.23
1922,34,1,88.16
1922,34,1,95.01
1928,34,1,84.32
1930,34,1,99.49
1931,34,1,89.72
1932,34,1,87.28
1934,34,1,99.26
1936,34,1,76.9
1937,34,1,85.86
1937,34,1,96.92
1939,34,1,88.88
1939,34,1,93.56
1941,34,1,99.51
1942,34,1,83.79
1942,34,1,85.84
1943,34,1,96.18
1947,34,1,84.68
1948,34,1,95.4
1949,34,1,92.53
1950,34,1,92.19
1951,34,1,82.91
1953,34,1,91.47
1954,34,1,84.52
1954,34,1,94.39
1954,34,1,91.18
1955,34,1,87.25
1956,34,1,88.21
1960,34,1,85.66
1960,34,1,85.5
1963,34,1,91.89
1965,34,1,91.29
1966,34,1,95.47
1966,34,1,87.03
1967,34,1,94.37
1969,34,1,80.34
1971,34,1,87.1
1971,34,1,86.68
1972,34,1,92.2
1972,34,1,89.29
1973,34,1,87.72
1975,34,1,84.12
1976,34,1,77.48
1977,34,1,91.9
1977,34,1,94.86
1977,34,1,106.68
1983,34,1,77.12
1986,34,1,88.44
1988,34,1,99.08
1988,34,1,94.1
1988,34,1,86.27
1993,34,1,88.8
1995,34,1,76.05
1999,34,1,97.62
2001,34,1,77.5
2002,34,1,80.7
2003,34,1,82.15
2006,34,1,81.74
2008,34,1,89.78
2008,34,1,85.74
2009,34,1,79.6
2011,34,1,87.97
2012,34,1,86.38
2012,34,1,101.49
2017,34,1,98.41
2018,34,1,95.53
2021,34,1,96.17
2024,34,1,89.6
2026,34,1,93.62
2032,34,1,91.62
2036,34,1,89.6
2037,34,1,92.21
2037,34,1,83.82
2040,34,1,86.09
2043,34,1,85.96
2044,34,1,83.44
2045,34,1,88.86
2045,34,1,87.02
2047,34,1,82.98
2051,34,1,88.09
2059,34,1,91.22
2059,34,1,92.59
2060,34,1,91.42
2061,34,1,92.71
2062,34,1,81.99
2064,34,1,94.35
2065,34,1,90.4
2065,34,1,81.55
2069,34,1,79.11
2070,34,1,83.56
2071,34,1,85.01
2075,34,1,87.74
2077,34,1,84.01
2077,34,1,83.78
2078,34,1,77.57
2079,34,1,93.06
2080,34,1,104.15
2082,34,1,90.27
2083,34,1,93
2083,34,1,82.33
2089,34,1,89.26
2089,34,1,84.41
2090,34,1,99.87
2091,34,1,83
2091,34,1,87.76
2093,34,1,92.36
2093,34,1,82.02
2105,34,1,95.79
2107,34,1,88
2108,34,1,84.85
2108,34,1,103.03
2109,34,1,90.33
2110,34,1,87.63
2116,34,1,106.46
2117,34,1,85.76
2118,34,1,113.63
2118,34,1,103.62
2122,34,1,101.48
2123,34,1,99.83
2128,34,1,92.2
2128,34,1,87.21
2130,34,1,84.63
2131,34,1,82.51
2134,34,1,80.35
2135,34,1,87.29
2135,34,1,88.28
2136,34,1,87.88
2138,34,1,96.3
2143,34,1,87.46
2144,34,1,80.37
2145,34,1,91.23
2146,34,1,92.48
2150,34,1,87.92
2152,34,1,109.87
2153,34,1,112.46
2155,34,1,86.74
2156,34,1,89.49
2157,34,1,81.58
2158,34,1,89.53
2159,34,1,94.56
2159,34,1,83.79
2161,34,1,92.91
2162,34,1,95.75
2165,34,1,90
2166,34,1,76.53
2167,34,1,76.95
2167,34,1,87.37
2170,34,1,83.99
2170,34,1,106.84
2171,34,1,86.53
2173,34,1,67.19
2176,34,1,94.16
2176,34,1,87.51
2177,34,1,86.62
2179,34,1,89.23
2179,34,1,86.93
2179,34,1,87.59
2180,34,1,72.6
2184,34,1,86.04
2184,34,1,82.64
2185,34,1,78.01
2186,34,1,84.35
2189,34,1,88.47
2191,34,1,106.6
2192,34,1,81.57
2193,34,1,83.21
2195,34,1,86.61
2195,34,1,75.26
2196,34,1,88.6
2197,34,1,87.22
2197,34,1,72.34
2198,34,1,88.88
2203,34,1,90.23
2204,34,1,89.44
2206,34,1,106.03
2207,34,1,85.25
2208,34,1,96.35
2209,34,1,88.82
2211,34,1,92.68
2214,34,1,89.42
2215,34,1,92.66
2215,34,1,92.08
2218,34,1,94.35
2218,34,1,101.65
2220,34,1,87.09
2221,34,1,76.69
2224,34,1,96.6
2226,34,1,100.66
2228,34,1,82.24
2230,34,1,84.5
2233,34,1,74.88
2234,34,1,83.67
2235,34,1,89.99
2237,34,1,91.6
2238,34,1,87.69
2240,34,1,101.83
2242,34,1,86.42
2242,34,1,85.29
2246,34,1,87.8
2247,34,1,84.48
2248,34,1,82.8
2250,34,1,88.9
2252,34,1,85.48
2256,34,1,88.49
2258,34,1,82.91
2259,34,1,85.24
2261,34,1,87.89
2261,34,1,98.94
2266,34,1,98.7
2266,34,1,96.23
2267,34,1,91.32
2268,34,1,94.78
2272,34,1,83.65
2276,34,1,96.36
2278,34,1,98.52
2279,34,1,89.49
2280,34,1,77.41
2281,34,1,94.98
2281,34,1,81.19
2282,34,1,99.23
2284,34,1,78.25
2284,34,1,92.73
2284,34,1,90.58
2285,34,1,93.93
2291,34,1,76.22
2291,34,1,92.57
2293,34,1,98.58
2294,34,1,83.72
2297,34,1,95.35
2299,34,1,108.58
2300,34,1,88.88
2301,34,1,88.11
2302,34,1,90.78
2302,34,1,94.39
2303,34,1,89.78
2303,34,1,73.56
2304,34,1,71.64
2304,34,1,87.06
2305,34,1,98.36
2306,34,1,76.29
2308,34,1,92.75
2308,34,1,93.86
2317,34,1,95.99
2317,34,1,97.67
2318,34,1,85.9
2319,34,1,104.97
2321,34,1,94.89
2324,34,1,85.13
2325,34,1,91.57
2326,34,1,88.05
2328,34,1,110.09
2328,34,1,98.35
2331,34,1,98.51
2332,34,1,92.63
2332,34,1,75.96
2335,34,1,95.7
2336,34,1,90.61
2337,34,1,94.56
2338,34,1,86.73
2338,34,1,82.71
2339,34,1,69.72
2339,34,1,72.01
2341,34,1,97.13
2341,34,1,72.64
2350,34,1,86.96
2352,34,1,93.26
2354,34,1,82.7
2355,34,1,86.2
2356,34,1,80.5
